	0	1	2	3	4	5	6	7	8	9	10	11
349769										syʁʁemynɛʁə,None		
349789										syʁsje,syʁswa,None		
350219										sɥɛdə,None		
351105										sɛʃə,None		
351130										sekʁɛtə,None		
351171										sesɛdə,None		
351307										segʁɛʒ,segʁɛʒə,None		
351308										segʁegə,None		
351310										segə,None		
354512										tʃɛkə,None		
354872										tãpɛʁə,None		
356035										tɛʁmoʁeʒenɛʁə,None		
358507										tɔlɛʁə,None		
360797										tʁãsfɛʁə,None		
360892										tʁãslitɛʁə,None		
360894										tʁãslitɛʁə,None		
361024										tʁãspenɛtʁə,None		
361080										tʁãsvɛʁbɛʁə,None		
361650										tʁɛsaj,None		
362724										tʁisɛkə,None		
363065										tʁɔ̃pɛtə,None		
363718										tʁɛflə,None		
364001										tʁɛpə,None		
364896										tytɛ,None		
365470										teleʒɛʁə,None		
365517										telemɛtʁə,None		
365543										teleɔpɛʁə,None		
365776										tenɛbʁə,None		
365901										teʁɛbʁə,None		
365935										tɛtə,None		
366365										ylsɛʁə,None		
367278				yʁʒ,None								
370843										vɛʁbiʒɛʁə,None		
371062										vɛʁʒɛtə,vɛʁʒlɛtə,None		
371768										vɛʁtɛbʁə,None		
372568										videopʁɔtɛʒ,videopʁɔtɛʒə,None		
372597										videopʁɔtɛʒ,videopʁɔtɛʒə,None		
374726										vipɛʁə,None		
375377										vitypɛʁə,None		
375565										vjɛlə,None		
375642										vɔsifɛʁə,None		
376703										vylnɛʁə,None		
376813										veʒɛtə,None		
376878										velɔsipɛdə,None		
376995										venɛʁə,None		
380989										zɛbʁə,None		
381104										zezɛj,zezɛjə,None		
382097										ebwɛlə,None		
382166										ebʁɛʃə,None		
382201										ebɛnə,None		
382517										eʃɛl,eʃɛlə,None		
382561										ɛʃə,None		
382659				None,eʃe								
383408										ekʁɛmə,None		
383419										ekʁɛnə,None		
383535										esɛpə,None		
383935										egʁɛzə,None		
385001										None		
385032										emɛʃə,None		
385216										enymɛʁə,None		
386379										epɛklə,None		
386542										ekɥipɔ̃dɛʁə,None		
387285										etɛʁə,None		
387669										etʁɛpə,None		
387780										None		
387977										evisɛʁə,None		
388029										evwɛtə,None		
388084										evɛʁə,None		
