	0	1	2	3	4	5	6	7	8	9	10	11
152356	ʃyʃət,ʃyʃt			ʃyʃət,ʃyʃt		ʃyʃət,ʃyʃt		ʃyʃət,ʃyʃt		ʃyʃɛt,ʃyʃlɛtə,ʃyʃɛtə,ʃyʃlɛt	ʃyʃəta,ʃyʃta	ʃyʃəte,ʃyʃte
152719		ʃɛvʁɛt,	ʃɛvʁɛt,		ʃɛvʁɛt,		ʃɛvʁɛt,					
153237										sijə,sij		
153415		,sɛ̃kn	,sɛ̃kn		,sɛ̃kn		,sɛ̃kn					
153779										sizɑj,sizɑjə		
153784		,sizalpin	,sizalpin		,sizalpin	sizalpin,sizalpin	,sizalpin	sizalpin,sizalpinj			,sizalpina	,sizalpine
153792	sizəl,sizl			sizəl,sizl		sizəl,sizl		sizəl,sizl		sizlɛl,sizɛlə,sizlɛlə,sizɛl	sizəla,sizla	sizle,sizəle
154329	klakt,klakət			klakt,klakət		klakt,klakət		klakt,klakət		klaklɛtə,klaklɛt,klakɛtə,klakɛt	klakta,klakəta	klakəte,klakte
154581	klavət,klavt			klavət,klavt		klavət,klavt		klavət,klavt		klavlɛt,klavɛt,klavlɛtə,klavɛtə	klavəta,klavta	klavte,klavəte
154992	klikt,klikət			klikt,klikət		klikt,klikət		klikt,klikət		klikɛtə,klikɛt,kliklɛt,kliklɛtə	klikəta,klikta	klikəte,klikte
155080	klɔʃət,klɔʃt			klɔʃət,klɔʃt		klɔʃət,klɔʃt		klɔʃət,klɔʃt		klɔʃɛt,klɔʃɛtə,klɔʃlɛt,klɔʃlɛtə	klɔʃta,klɔʃəta	klɔʃəte,klɔʃte
155589		,koaʃt	,koaʃt		,koaʃt		,koaʃt					
155721		,koaʃt	,koaʃt		,koaʃt		,koaʃt					
155764										koajə,koaj		
155843										kɔbaj,kɔbajə		
155971	kɔʃənij,kɔʃnij	kɔʃənij,kɔʃnij	kɔʃənij,kɔʃnij	kɔʃənij,kɔʃnij	kɔʃənij,kɔʃnij	kɔʃənij,kɔʃnij	kɔʃənij,kɔʃnij	kɔʃənij,kɔʃnij		kɔʃnijə,kɔʃnij,kɔʃənij,kɔʃənijə	kɔʃənija,kɔʃnija	kɔʃnije,kɔʃənije
156180										kɔdijə,kɔdij		
156874	kɔlət,kɔlt			kɔlət,kɔlt		kɔlət,kɔlt		kɔlət,kɔlt		kɔllɛt,kɔlɛtə,kɔllɛtə,kɔlɛt	kɔləta,kɔlta	kɔlte,kɔləte
157951								,kɔmyni				
158150			,kɔ̃plɛ									
159355	kɔ̃ʒəl,kɔ̃ʒl			kɔ̃ʒəl,kɔ̃ʒl		kɔ̃ʒəl,kɔ̃ʒl				kɔ̃ʒlɛl,kɔ̃ʒlɛlə	kɔ̃ʒəla,kɔ̃ʒla	kɔ̃ʒle,kɔ̃ʒəle
159390								,kɔ̃glytin				
159838										kɔ̃sej,kɔ̃sejə		
160261	kɔ̃tnœʁiz,kɔ̃tənœʁiz	kɔ̃tnœʁiz,kɔ̃tənœʁiz	kɔ̃tnœʁiz,kɔ̃tənœʁiz	kɔ̃tnœʁiz,kɔ̃tənœʁiz	kɔ̃tnœʁiz,kɔ̃tənœʁiz	kɔ̃tnœʁiz,kɔ̃tənœʁiz	kɔ̃tnœʁiz,kɔ̃tənœʁiz	kɔ̃tnœʁiz,kɔ̃tənœʁiz		kɔ̃tnœʁizə,kɔ̃tənœʁizə	kɔ̃tnœʁiza,kɔ̃tənœʁiza	kɔ̃tnœʁize,kɔ̃tənœʁize
160542										kɔtʁasjɛʒ,kɔtʁasjɛʒə		
160591		,kɔ̃tʁədiz	,kɔ̃tʁədi		,kɔ̃tʁədi		,kɔ̃tʁədiz	,kɔ̃tʁədiz			,kɔ̃tʁədi	,kɔ̃tʁədi
160708										kɔ̃tʁəmajə,kɔ̃tʁəmaj		
160797	kɔ̃tʁəpʁɔʒət,kɔ̃tʁəpʁɔʒt			kɔ̃tʁəpʁɔʒət,kɔ̃tʁəpʁɔʒt		kɔ̃tʁəpʁɔʒət,kɔ̃tʁəpʁɔʒt		kɔ̃tʁəpʁɔʒət,kɔ̃tʁəpʁɔʒt		kɔ̃tʁəpʁɔʒɛt,kɔ̃tʁəpʁɔʒɛtə	kɔ̃tʁəpʁɔʒta,kɔ̃tʁəpʁɔʒəta	kɔ̃tʁəpʁɔʒəte,kɔ̃tʁəpʁɔʒte
160857										kɔ̃tʁətɑj,kɔ̃tʁətɑjə		
160892	kɔ̃tʁekaʁtəl,kɔ̃tʁekaʁtl			kɔ̃tʁekaʁtəl,kɔ̃tʁekaʁtl		kɔ̃tʁekaʁtəl,kɔ̃tʁekaʁtl		kɔ̃tʁekaʁtəl,kɔ̃tʁekaʁtl		kɔ̃tʁekaʁtɛl,kɔ̃tʁekaʁtlɛl,kɔ̃tʁekaʁtlɛlə,kɔ̃tʁekaʁtɛlə	kɔ̃tʁekaʁtəla,kɔ̃tʁekaʁtla	kɔ̃tʁekaʁtle,kɔ̃tʁekaʁtəle
160900										kɔ̃tʁemaj,kɔ̃tʁemajə		
161076										kɔ̃tʁətɑj,kɔ̃tʁətɑjə		
161217			kɔ̃vɛ̃,kɔ̃vɛ̃k		kɔ̃vɛ̃,kɔ̃vɛ̃k							
161772	kɔkət,kɔkt			kɔkət,kɔkt		kɔkət,kɔkt		kɔkət,kɔkt		kɔkɛtə,kɔkɛt,kɔklɛt,kɔklɛtə	kɔkta,kɔkəta	kɔkəte,kɔkte
161794										kɔkijə,kɔkij		
161854										kɔʁajə,kɔʁaj		
162089	kɔʁdəl,kɔʁdl			kɔʁdəl,kɔʁdl		kɔʁdəl,kɔʁdl		kɔʁdəl,kɔʁdl		kɔʁdlɛlə,kɔʁdɛlə,kɔʁdɛl,kɔʁdlɛl	kɔʁdla,kɔʁdəla	kɔʁdle,kɔʁdəle
162370										kɔʁnaj,kɔʁnajə		
162433	kɔʁnət,kɔʁnt			kɔʁnət,kɔʁnt		kɔʁnət,kɔʁnt		kɔʁnət,kɔʁnt		kɔʁnɛt,kɔʁnlɛtə,kɔʁnɛtə,kɔʁnlɛt	kɔʁnəta,kɔʁnta	kɔʁnte,kɔʁnəte
162906	kɔʁst,kɔʁsət			kɔʁst,kɔʁsət		kɔʁst,kɔʁsət		kɔʁst,kɔʁsət		kɔʁsɛt,kɔʁslɛtə,kɔʁsɛtə,kɔʁslɛt	kɔʁsəta,kɔʁsta	kɔʁste,kɔʁsəte
163001										kɔʁtɛʒ,kɔʁtɛʒə		
163621										kuʃajə,kuʃaj		
163696										kukuʁɛʒə,kukuʁɛʒ		
163873										kujə,kuj		
164088										kunij,kunijə		
164103										kupajə,kupaj		
164203	kuplt,kuplət	,kuplɛt	,kuplɛt	kuplt,kuplət	,kuplɛt	kuplt,kuplət	,kuplɛt			kupllɛt,kupllɛtə	kuplta,kupləta	kuplte,kupləte
164253										kuʁɑj,kuʁɑjə		
164285		kuʁɛ,kuʁɛj	kuʁɛ,kuʁɛj		kuʁɛ,kuʁɛj		kuʁɛ,kuʁɛj			kuʁejə,kuʁe,kuʁej		
164355										kuʁkaj,kuʁkajə		
164937										kuzajə,kuzaj		
165071		,kutɛl	,kutɛl		,kutɛl		,kutɛl					
165546										kʁaʃuj,kʁaʃujə		
165590										kʁɑjə,kʁɑj		
165622										kʁamaj,kʁamajə		
165850	kʁakəl,kʁakl			kʁakəl,kʁakl		kʁakəl,kʁakl		kʁakəl,kʁakl		kʁakɛlə,kʁaklɛlə,kʁakɛl,kʁaklɛl	kʁakəla,kʁakla	kʁakle,kʁakəle
165866	kʁakət,kʁakt			kʁakət,kʁakt		kʁakət,kʁakt		kʁakət,kʁakt		kʁaklɛt,kʁakɛt,kʁakɛtə,kʁaklɛtə	kʁakta,kʁakəta	kʁakte,kʁakəte
166031		kʁɛj,kʁɛ	kʁɛj,kʁɛ		kʁɛj,kʁɛ		kʁɛj,kʁɛ			kʁe,kʁejə,kʁej		
166107		,kʁepɛl	,kʁepɛl		,kʁepɛl		,kʁepɛl					
166309	kʁiɑj,kʁijɑj	kʁiɑj,kʁijɑj	kʁiɑj,kʁijɑj	kʁiɑj,kʁijɑj	kʁiɑj,kʁijɑj	kʁiɑj,kʁijɑj	kʁiɑj,kʁijɑj	kʁiɑj,kʁijɑj		kʁiɑjə,kʁijɑjə,kʁiɑj,kʁijɑj	kʁiɑja,kʁijɑja	kʁijɑje,kʁiɑje
166338	kʁisl,kʁisəl			kʁisl,kʁisəl		kʁisl,kʁisəl		kʁisl,kʁisəl		kʁislɛlə,kʁisɛl,kʁisɛlə,kʁislɛl	kʁisəla,kʁisla	kʁisle,kʁisəle
166369										kʁikʁajə,kʁikʁaj		
166479	kʁikət,kʁikt			kʁikət,kʁikt		kʁikət,kʁikt		kʁikət,kʁikt		kʁikɛt,kʁiklɛtə,kʁiklɛt,kʁikɛtə	kʁikəta,kʁikta	kʁikte,kʁikəte
166624										kʁitikɑj,kʁitikɑjə		
166700	kʁɔʃt,kʁɔʃət			kʁɔʃt,kʁɔʃət		kʁɔʃt,kʁɔʃət				kʁɔʃlɛt,kʁɔʃlɛtə	kʁɔʃəta,kʁɔʃta	kʁɔʃəte,kʁɔʃte
166764												,kʁy
167006										kʁɔskij,kʁɔskijə		
167129										kʁujə,kʁuj		
167182										kʁustij,kʁustijə		
167519		,kʁijodeseʃ	,kʁijodeseʃ		,kʁijodeseʃ		,kʁijodeseʃ					
167702	kʁɛnəl,kʁɛnl			kʁɛnəl,kʁɛnl		kʁɛnəl,kʁɛnl		kʁɛnəl,kʁɛnl		kʁɛnɛlə,kʁɛnɛl,kʁɛnlɛl,kʁɛnlɛlə	kʁɛnəla,kʁɛnla	kʁɛnəle,kʁɛnle
167771	kʁesl,kʁesəl			kʁesl,kʁesəl		kʁesl,kʁesəl		kʁesl,kʁesəl		kʁesɛlə,kʁesɛl,kʁeslɛlə,kʁeslɛl	kʁesla,kʁesəla	kʁesəle,kʁesle
167888										kʁemuj,kʁemujə		
167900	kʁenəl,kʁenl			kʁenəl,kʁenl		kʁenəl,kʁenl		kʁenəl,kʁenl		kʁenɛlə,kʁenɛl,kʁenlɛl,kʁenlɛlə	kʁenla,kʁenəla	kʁenle,kʁenəle
168042	kʁetl,kʁetəl			kʁetl,kʁetəl		kʁetl,kʁetəl		kʁetl,kʁetəl		kʁetɛlə,kʁetlɛl,kʁetɛl,kʁetlɛlə	kʁetla,kʁetəla	kʁetəle,kʁetle
168104		,kʁɛpəl	,kʁɛpəl		,kʁɛpəl		,kʁɛpəl					
168664		kylɛt,	kylɛt,		kylɛt,		kylɛt,					
169023	kyʁt,kyʁət			kyʁt,kyʁət		kyʁt,kyʁət		kyʁt,kyʁət		kyʁɛt,kyʁɛtə,kyʁlɛtə,kyʁlɛt	kyʁta,kyʁəta	kyʁəte,kyʁte
169029	kyʁt,kyʁət			kyʁt,kyʁət		kyʁt,kyʁt,kyʁət,kyʁət		kyʁt,kyʁtj,kyʁət		kyʁɛt,kyʁɛtə	,kyʁta,kyʁəta	,kyʁəte,kyʁte
169341	kyvl,kyvəl			kyvl,kyvəl		kyvl,kyvəl		kyvl,kyvəl		kyvɛl,kyvlɛl,kyvɛlə,kyvlɛlə	kyvəla,kyvla	kyvle,kyvəle
170204										sedij,sedijə		
170798	kotl,kotəl			kotl,kotəl		kotl,kotəl		kotl,kotəl		kotɛlə,kotlɛlə,kotlɛl,kotɛl	kotəla,kotla	kotəle,kotle
171124										daj,dajə		
171584										dãsajə,dãsaj		
171602										dãsuj,dãsujə		
171699										daʁdijə,daʁdij		
172653	dãtəl,dãtl			dãtəl,dãtl		dãtəl,dãtl		dãtəl,dãtl		dãtɛlə,dãtlɛl,dãtɛl,dãtlɛlə	dãtla,dãtəla	dãtle,dãtəle
173032	desəməl,desəml			desəməl,desəml		desəməl,desəml		desəməl,desəml		desəmɛl,desəmlɛlə,desəmlɛl,desəmɛlə	desəməla,desəmla	desəməle,desəmle
173066										desij,desijə		
173096										desujə,desuj		
173207										dœjə,dœj		
174510		dilɛj,dilɛ	dilɛj,dilɛ		dilɛj,dilɛ		dilɛj,dilɛ			dilej,dilejə,dile		
174899			,diftɔ̃g				,diftɔ̃g					
175032							,diz					
175247										diskytɑj,diskytɑjə		
175280										disgʁɛʒə,disgʁɛʒ		
175398										dispytɑjə,dispytɑj		
175584	distij,distil	distij,distil	distij,distil	distij,distil	distij,distil	distij,distil	distij,distil	distij,distil		distij,distijə,distilə	distija,distila	distije,distile
177129										dɔʁmɑj,dɔʁmɑjə		
177528										duj,dujə		
177863										dʁaguj,dʁagujə		
177950	dʁapl,dʁapəl			dʁapl,dʁapəl		dʁapl,dʁapəl				dʁaplɛl,dʁaplɛlə	dʁapəla,dʁapla	dʁapəle,dʁaple
177985		dʁɛ,dʁɛj	dʁɛ,dʁɛj		dʁɛ,dʁɛj		dʁɛ,dʁɛj			dʁej,dʁejə,dʁe		
178003	dʁəlɛ̃din,dʁlɛ̃din	dʁəlɛ̃din,dʁlɛ̃din	dʁəlɛ̃din,dʁlɛ̃din	dʁəlɛ̃din,dʁlɛ̃din	dʁəlɛ̃din,dʁlɛ̃din	dʁəlɛ̃din,dʁlɛ̃din	dʁəlɛ̃din,dʁlɛ̃din	dʁəlɛ̃din,dʁlɛ̃din		dʁəlɛ̃dinə,dʁlɛ̃dinə	dʁlɛ̃dina,dʁəlɛ̃dina	dʁəlɛ̃dine,dʁlɛ̃dine
178076	dʁil,dʁij	dʁil,dʁij	dʁil,dʁij	dʁil,dʁij	dʁil,dʁij	dʁil,dʁij	dʁil,dʁij	dʁil,dʁij		dʁilə,dʁijə,dʁij	dʁija,dʁila	dʁile,dʁije
178404										dʁɛʒ,dʁɛʒə		
179025	dyvət,dyvt			dyvət,dyvt		dyvət,dyvt		dyvət,dyvt		dyvlɛt,dyvlɛtə,dyvɛtə,dyvɛt	dyvəta,dyvta	dyvəte,dyvte
179363										debaʁbujə,debaʁbuj		
179390										debastijə,debastij		
179394	debatəl,debatl			debatəl,debatl		debatəl,debatl		debatəl,debatl		debatlɛl,debatɛlə,debatlɛlə,debatɛl	debatla,debatəla	debatəle,debatle
179418	debɛktət,debɛktt	,debɛktɛt	,debɛktɛt	debɛktət,debɛktt	,debɛktɛt	debɛktət,debɛktt	,debɛktɛt	debɛktət,debɛktt		debɛktɛt,debɛktlɛt,debɛktlɛtə,debɛktɛtə	debɛktta,debɛktəta	debɛktte,debɛktəte
179452										debijə,debij		
179500		deblɛ,deblɛj	deblɛ,deblɛj		deblɛ,deblɛj		deblɛ,deblɛj			deblej,deble,deblejə		
179550	debɔnət,debɔnt			debɔnət,debɔnt		debɔnət,debɔnt		debɔnət,debɔnt		debɔnɛtə,debɔnlɛt,debɔnlɛtə,debɔnɛt	debɔnəta,debɔnta	debɔnəte,debɔnte
179553	debɔkt,debɔkət			debɔkt,debɔkət		debɔkt,debɔkət		debɔkt,debɔkət		debɔkɛtə,debɔkɛt,debɔklɛt,debɔklɛtə	debɔkta,debɔkəta	debɔkte,debɔkəte
179566	debɔsl,debɔsəl			debɔsl,debɔsəl		debɔsl,debɔsəl		debɔsl,debɔsəl		debɔsɛlə,debɔslɛl,debɔsɛl,debɔslɛlə	debɔsla,debɔsəla	debɔsəle,debɔsle
179568		,debɔtl	,debɔtl		,debɔtl		,debɔtl					
179634										debʁɑj,debʁɑjə		
179651		debʁɛ,debʁɛj	debʁɛ,debʁɛj		debʁɛ,debʁɛj		debʁɛ,debʁɛj			debʁe,debʁejə,debʁej		
179655										debʁədujə,debʁəduj		
179684										debʁujə,debʁuj		
179694										debʁusɑjə,debʁusɑj		
179760										debekij,debekijə		
179784	dekaʃt,dekaʃət			dekaʃt,dekaʃət		dekaʃt,dekaʃət		dekaʃt,dekaʃət		dekaʃɛt,dekaʃlɛtə,dekaʃlɛt,dekaʃɛtə	dekaʃta,dekaʃəta	dekaʃte,dekaʃəte
179838										dekaj,dekajə		
179900										dekanajə,dekanaj		
179914										dekanijə,dekanij		
179937	dekapəl,dekapl			dekapəl,dekapl		dekapəl,dekapl		dekapəl,dekapl		dekaplɛl,dekapɛlə,dekaplɛlə,dekapɛl	dekapla,dekapəla	dekaple,dekapəle
180001	dekaʁnəl,dekaʁnl			dekaʁnəl,dekaʁnl		dekaʁnəl,dekaʁnl		dekaʁnəl,dekaʁnl		dekaʁnlɛl,dekaʁnɛl,dekaʁnɛlə,dekaʁnlɛlə	dekaʁnəla,dekaʁnla	dekaʁnəle,dekaʁnle
180007										dekaʁpijə,dekaʁpij		
180011	dekaʁl,dekaʁəl			dekaʁl,dekaʁəl		dekaʁl,dekaʁəl		dekaʁl,dekaʁəl		dekaʁlɛlə,dekaʁɛl,dekaʁɛlə,dekaʁlɛl	dekaʁla,dekaʁəla	dekaʁle,dekaʁəle
180076	desl,desəl			desl,desəl		desl,desəl				deslɛl,deslɛlə	desəla,desla	desle,desəle
180133	desɛʁvl,desɛʁvəl			desɛʁvl,desɛʁvəl		desɛʁvl,desɛʁvəl		desɛʁvl,desɛʁvəl		desɛʁvɛl,desɛʁvɛlə,desɛʁvlɛl,desɛʁvlɛlə	desɛʁvəla,desɛʁvla	desɛʁvəle,desɛʁvle
180207	deʃnij,deʃənij	deʃnij,deʃənij	deʃnij,deʃənij	deʃnij,deʃənij	deʃnij,deʃənij	deʃnij,deʃənij	deʃnij,deʃənij	deʃnij,deʃənij		deʃnijə,deʃnij,deʃənijə,deʃənij	deʃnija,deʃənija	deʃənije,deʃnije
180213	deʃəvl,deʃəvəl			deʃəvl,deʃəvəl		deʃəvl,deʃəvəl		deʃəvl,deʃəvəl		deʃəvlɛlə,deʃəvlɛl,deʃəvɛl,deʃəvɛlə	deʃəvla,deʃəvəla	deʃəvəle,deʃəvle
180214	deʃvij,deʃəvij	deʃvij,deʃəvij	deʃvij,deʃəvij	deʃvij,deʃəvij	deʃvij,deʃəvij	deʃvij,deʃəvij	deʃvij,deʃəvij	deʃvij,deʃəvij		deʃvij,deʃəvij,deʃvijə,deʃəvijə	deʃəvija,deʃvija	deʃəvije,deʃvije
180226	deʃikət,deʃikt			deʃikət,deʃikt		deʃikət,deʃikt		deʃikət,deʃikt		deʃikɛtə,deʃiklɛtə,deʃiklɛt,deʃikɛt	deʃikta,deʃikəta	deʃikəte,deʃikte
180310										desij,desijə		
180402	deklavt,deklavət			deklavt,deklavət		deklavt,deklavət		deklavt,deklavət		deklavlɛt,deklavɛtə,deklavɛt,deklavlɛtə	deklavəta,deklavta	deklavəte,deklavte
180437	deklikt,deklikət			deklikt,deklikət		deklikt,deklikət		deklikt,deklikət		deklikɛtə,deklikɛt,dekliklɛtə,dekliklɛt	deklikta,deklikəta	deklikte,deklikəte
180508	dekɔlt,dekɔlət			dekɔlt,dekɔlət		dekɔlt,dekɔlət		dekɔlt,dekɔlət		dekɔlɛtə,dekɔllɛt,dekɔllɛtə,dekɔlɛt	dekɔlta,dekɔləta	dekɔlte,dekɔləte
180617	dekɔ̃ʒl,dekɔ̃ʒəl			dekɔ̃ʒl,dekɔ̃ʒəl		dekɔ̃ʒl,dekɔ̃ʒəl				dekɔ̃ʒlɛlə,dekɔ̃ʒlɛl	dekɔ̃ʒəla,dekɔ̃ʒla	dekɔ̃ʒəle,dekɔ̃ʒle
180641										dekɔ̃sej,dekɔ̃sejə		
180691										dekɔkijə,dekɔkij		
180718	dekɔʁsət,dekɔʁst	,dekɔʁsɛt	,dekɔʁsɛt	dekɔʁsət,dekɔʁst	,dekɔʁsɛt	dekɔʁsət,dekɔʁst	,dekɔʁsɛt			dekɔʁslɛt,dekɔʁslɛtə	dekɔʁsta,dekɔʁsəta	dekɔʁsəte,dekɔʁste
180801										dekʁãpijə,dekʁãpij		
180804										dekʁapuj,dekʁapujə		
180813		dekʁɛj,dekʁɛ	dekʁɛj,dekʁɛ		dekʁɛj,dekʁɛ		dekʁɛj,dekʁɛ			dekʁɛj,dekʁɛjə,dekʁɛ		
180865					,dekʁwa							
180922	dekʁɛpl,dekʁɛpəl			dekʁɛpl,dekʁɛpəl		dekʁɛpl,dekʁɛpəl		dekʁɛpl,dekʁɛpəl		dekʁɛpɛl,dekʁɛplɛlə,dekʁɛplɛl,dekʁɛpɛlə	dekʁɛpəla,dekʁɛpla	dekʁɛple,dekʁɛpəle
180948	dekypəl,dekypl			dekypəl,dekypl		dekypəl,dekypl		dekypəl,dekypl		dekypɛl,dekyplɛl,dekypɛlə,dekyplɛlə	dekypla,dekypəla	dekypəle,dekyple
181095			,defaj									
181117	defaʁdəl,defaʁdl			defaʁdəl,defaʁdl		defaʁdəl,defaʁdl		defaʁdəl,defaʁdl		defaʁdlɛlə,defaʁdɛl,defaʁdlɛl,defaʁdɛlə	defaʁdəla,defaʁdla	defaʁdle,defaʁdəle
181202										defœj,defœjə		
181218	defibʁij,defibʁil	defibʁij,defibʁil	defibʁij,defibʁil	defibʁij,defibʁil	defibʁij,defibʁil	defibʁij,defibʁil	defibʁij,defibʁil	defibʁij,defibʁil		defibʁij,defibʁilə,defibʁijə	defibʁila,defibʁija	defibʁije,defibʁile
181223	defisəl,defisl			defisəl,defisl		defisəl,defisl		defisəl,defisl		defisɛl,defisɛlə,defislɛl,defislɛlə	defisəla,defisla	defisəle,defisle
181333											,defɔʁsa	
181360										defuʁajə,defuʁaj		
181382		defʁɛj,defʁɛ	defʁɛj,defʁɛ		defʁɛj,defʁɛ		defʁɛj,defʁɛ			defʁej,defʁejə,defʁe		
181428	defœ̃kt,defœ̃t	defœ̃kt,defœ̃t	defœ̃kt,defœ̃t	defœ̃kt,defœ̃t	defœ̃kt,defœ̃t	defœ̃kt,defœ̃t	defœ̃kt,defœ̃t	defœ̃kt,defœ̃t		defœ̃tə,defœ̃ktə	defœ̃ta,defœ̃kta	defœ̃te,defœ̃kte
181516	deʒl,deʒəl			deʒl,deʒəl		deʒl,deʒəl				deʒlɛlə,deʒlɛl	deʒəla,deʒla	deʒəle,deʒle
181559	deglutʁɔn,deglutəʁɔn	deglutʁɔn,deglutəʁɔn	deglutʁɔn,deglutəʁɔn	deglutʁɔn,deglutəʁɔn	deglutʁɔn,deglutəʁɔn	deglutʁɔn,deglutəʁɔn	deglutʁɔn,deglutəʁɔn	deglutʁɔn,deglutəʁɔn		deglutəʁɔnə,deglutʁɔnə	deglutəʁɔna,deglutʁɔna	deglutʁɔne,deglutəʁɔne
181574										degɔbijə,degɔbij		
181627										degupij,degupijə		
181700	degʁavl,degʁavəl			degʁavl,degʁavəl		degʁavl,degʁavəl		degʁavl,degʁavəl		degʁavɛl,degʁavlɛlə,degʁavlɛl,degʁavɛlə	degʁavla,degʁavəla	degʁavəle,degʁavle
181707										degʁɛj,degʁɛjə		
181708	degʁədl,degʁədəl			degʁədl,degʁədəl		degʁədl,degʁədəl				degʁədlɛlə,degʁədlɛl	degʁədla,degʁədəla	degʁədle,degʁədəle
181716										degʁɛj,degʁɛjə		
181722										degʁij,degʁijə		
181743										degʁuj,degʁujə		
181749		,degʁɛsiz	,degʁɛsiz		,degʁɛsiz	degʁɛsiz,degʁɛsiz	,degʁɛsiz	,degʁɛsiz			,degʁɛsiza	,degʁɛsize
181755										degʁɛj,degʁɛjə		
181760										degənijə,degənij		
181782		,degijmət	,degijmət		,degijmət		,degijmət					
181783										degij,degijə		
181822												,deale
181843										deuj,deujə		
181890	deʒt,deʒət			deʒt,deʒət		deʒt,deʒət		deʒt,deʒət		deʒɛtə,deʒɛt	deʒta,deʒəta	deʒəte,deʒte
181977		delɛj,delɛ	delɛj,delɛ		delɛj,delɛ		delɛj,delɛ			dele,delejə,delej		
182125	delɔkt,delɔkət			delɔkt,delɔkət		delɔkt,delɔkət		delɔkt,delɔkət		delɔkɛt,delɔklɛtə,delɔklɛt,delɔkɛtə	delɔkəta,delɔkta	delɔkəte,delɔkte
182199										demɑjə,demɑj		
182215										demanij,demanijə		
182217	demãtəl,demãtl			demãtəl,demãtl		demãtəl,demãtl		demãtəl,demãtl		demãtɛl,demãtlɛl,demãtlɛlə,demãtɛlə	demãtla,demãtəla	demãtle,demãtəle
182230										demakij,demakijə		
182330										demɛʁdujə,demɛʁduj		
182542	demuʃət,demuʃt			demuʃət,demuʃt		demuʃət,demuʃt		demuʃət,demuʃt		demuʃlɛt,demuʃlɛtə,demuʃɛtə,demuʃɛt	demuʃta,demuʃəta	demuʃte,demuʃəte
182548										demuskaj,demuskajə		
182582	demyzəl,demyzl			demyzəl,demyzl		demyzəl,demyzl		demyzəl,demyzl		demyzlɛlə,demyzlɛl,demyzɛlə,demyzɛl	demyzəla,demyzla	demyzəle,demyzle
182709	denikl,denikəl			denikl,denikəl		denikl,denikəl		denikl,denikəl		denikɛl,deniklɛl,deniklɛlə,denikɛlə	denikəla,denikla	denikle,denikəle
182734	denivəl,denivl			denivəl,denivl		denivəl,denivl		denivəl,denivl		denivɛlə,denivlɛl,denivlɛlə,denivɛl	denivla,denivəla	denivle,denivəle
182845										depɑj,depɑjə		
182846		,depajɛt	,depajɛt		,depajɛt		,depajɛt					
182850	depɛsl,depɛsəl			depɛsl,depɛsəl		depɛsl,depɛsəl		depɛsl,depɛsəl		depɛslɛlə,depɛsɛl,depɛsɛlə,depɛslɛl	depɛsəla,depɛsla	depɛsle,depɛsəle
182867										depanuj,depanujə		
182872	depakt,depakət			depakt,depakət		depakt,depakət		depakt,depakət		depaklɛtə,depakɛt,depakɛtə,depaklɛt	depakta,depakəta	depakte,depakəte
182887										depaʁejə,depaʁej		
182899		,depaʁkɛt	,depaʁkɛt		,depaʁkɛt		,depaʁkɛt					
182915	depaʁtis,depaʁt	depaʁtis,depaʁt		depaʁtis,depaʁt	depaʁti,depaʁ	depaʁtis,depaʁt	depaʁtis,depaʁt	depaʁtis,depaʁt			,depaʁti	
182928										depatujə,depatuj		
182952										depənaj,depənajə		
182986	depɛsl,depɛsəl			depɛsl,depɛsəl		depɛsl,depɛsəl		depɛsl,depɛsəl		depɛslɛlə,depɛsɛl,depɛsɛlə,depɛslɛl	depɛsəla,depɛsla	depɛsle,depɛsəle
183053										depjɛs,depjɛsə		
183056										depjɛʒ,depjɛʒə		
183068			,deplɛ									
183159										depɔ̃tij,depɔ̃tijə		
183203		depotɛ,depotɛj	depotɛ,depotɛj		depotɛ,depotɛj		depotɛ,depotɛj			depotej,depote,depotejə		
183206	depotej,depotɛj			depotej,depotɛj		depotej,depotɛj		depotej,depotɛj		depotej,depotɛjə,depotejə,depotɛj	depoteja,depotɛja	depotɛje,depoteje
183212										depuj,depujə		
183295										depʁɔtɛʒ,depʁɔtɛʒə		
183330	depysl,depysəl			depysl,depysəl		depysl,depysəl		depysl,depysəl		depysɛl,depysɛlə,depyslɛlə,depyslɛl	depysla,depysəla	depysle,depysəle
183384										dekij,dekijə		
183413										deʁɑjə,deʁɑj		
183461		deʁɛj,deʁɛ	deʁɛj,deʁɛ		deʁɛj,deʁɛ		deʁɛj,deʁɛ			deʁej,deʁe,deʁejə		
183505	deʁivt,deʁivət			deʁivt,deʁivət		deʁivt,deʁivət		deʁivt,deʁivət		deʁivlɛtə,deʁivɛt,deʁivɛtə,deʁivlɛt	deʁivta,deʁivəta	deʁivəte,deʁivte
183557										deʁujə,deʁuj		
183714	dezaʒnuj,dezaʒənuj	dezaʒnuj,dezaʒənuj	dezaʒnuj,dezaʒənuj	dezaʒnuj,dezaʒənuj	dezaʒnuj,dezaʒənuj	dezaʒnuj,dezaʒənuj	dezaʒnuj,dezaʒənuj	dezaʒnuj,dezaʒənuj		dezaʒnujə,dezaʒnuj,dezaʒənujə,dezaʒənuj	dezaʒnuja,dezaʒənuja	dezaʒnuje,dezaʒənuje
183733										dezagʁɛʒ,dezagʁɛʒə		
